Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_list,Hire_binary,gender,ethnicity
805,Dylan Bailey,"SQL, C++, Java, React",4,MBA,None,Software Engineer,Hire,119370,3,75,"['sql', 'c++', 'java', 'react']",1,male,unknown
806,Brian Welch,"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Google ML,AI Researcher,Hire,68212,9,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,male,unknown
807,Lori Oliver,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,None,Data Scientist,Hire,41965,2,100,"['python', 'deep learning', 'machine learning', 'sql']",1,female,unknown
808,Nathan Miller,"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100,"['python', 'machine learning', 'deep learning']",1,male,unknown
809,Mary Hodge,"SQL, Machine Learning, Python, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,77388,4,100,"['sql', 'machine learning', 'python', 'deep learning']",1,female,unknown
810,Shannon Perkins,"Linux, Ethical Hacking",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,96662,9,100,"['linux', 'ethical hacking']",1,unknown,unknown
811,Lisa Martin,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100,"['deep learning', 'sql', 'machine learning', 'python']",1,female,unknown
812,Brittany Knight,"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,99578,0,45,"['deep learning', 'python', 'sql']",0,female,unknown
813,James Williams,"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,112595,7,100,"['sql', 'python', 'machine learning', 'deep learning']",1,male,unknown
814,Cody Nolan,"TensorFlow, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,100,"['tensorflow', 'pytorch']",1,male,unknown
815,Jose Kane,"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75413,4,90,"['ethical hacking', 'networking']",1,male,unknown
816,Anthony Contreras,"Linux, Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,114489,9,100,"['linux', 'cybersecurity', 'ethical hacking']",1,male,unknown
817,Andrea Stone,"Java, React, SQL",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,100,"['java', 'react', 'sql']",1,female,unknown
818,Cindy Armstrong,"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55,"['tensorflow', 'nlp', 'pytorch', 'python']",0,female,unknown
819,Misty Bailey,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,85,"['sql', 'machine learning', 'python', 'deep learning']",1,female,unknown
820,Adam Tapia,"Networking, Linux, Ethical Hacking",4,PhD,None,Cybersecurity Analyst,Hire,107425,2,65,"['networking', 'linux', 'ethical hacking']",1,male,unknown
821,Erin Kemp,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",0,unknown,unknown
822,Ronald Tucker,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,None,Cybersecurity Analyst,Reject,93079,2,30,"['ethical hacking', 'networking', 'linux', 'cybersecurity']",0,male,unknown
823,Patrick Hayes,"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,100,"['sql', 'machine learning']",1,male,unknown
824,Colleen Bates,"Java, C++, React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100,"['java', 'c++', 'react', 'sql']",1,female,unknown
825,Christopher Fisher,"Java, C++, React, SQL",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,100,"['java', 'c++', 'react', 'sql']",1,male,unknown
826,Kelly Mejia,"Linux, Cybersecurity, Ethical Hacking",4,MBA,AWS Certified,Cybersecurity Analyst,Hire,67535,1,70,"['linux', 'cybersecurity', 'ethical hacking']",1,unknown,unknown
827,Kyle Anderson,"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100,"['tensorflow', 'python']",1,male,unknown
828,Tiffany Cox,"React, SQL",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,"['react', 'sql']",1,female,unknown
829,Stephen Miller,"TensorFlow, NLP, Python",10,M.Tech,Google ML,AI Researcher,Hire,65446,9,100,"['tensorflow', 'nlp', 'python']",1,male,unknown
830,Deborah Hughes,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,None,Cybersecurity Analyst,Hire,53096,7,85,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,female,unknown
831,Courtney Ware,"Pytorch, NLP, Python, TensorFlow",1,MBA,None,AI Researcher,Hire,84774,9,75,"['pytorch', 'nlp', 'python', 'tensorflow']",1,female,unknown
832,Christina Sosa,"React, C++, Java, SQL",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,100,"['react', 'c++', 'java', 'sql']",1,female,unknown
833,Antonio Hill,"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,54228,1,65,"['pytorch', 'python']",1,male,unknown
834,Omar Hill,"Python, SQL, Machine Learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,59564,2,65,"['python', 'sql', 'machine learning']",1,male,unknown
835,Mike Hayes,"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,104149,9,100,"['ethical hacking', 'cybersecurity', 'networking', 'linux']",1,male,unknown
836,Larry Moreno,"Java, SQL, C++",8,PhD,None,Software Engineer,Hire,59474,3,100,"['java', 'sql', 'c++']",1,male,unknown
837,Kelly Jones,"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100,"['deep learning', 'python']",1,unknown,unknown
838,Cheryl Green,"React, C++",7,PhD,None,Software Engineer,Hire,107965,10,100,"['react', 'c++']",1,female,unknown
839,Yolanda Vasquez,"Ethical Hacking, Networking, Cybersecurity, Linux",8,B.Sc,None,Cybersecurity Analyst,Hire,99384,1,100,"['ethical hacking', 'networking', 'cybersecurity', 'linux']",1,female,unknown
840,Rebecca Walker,"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,65,"['machine learning', 'python', 'sql']",1,female,unknown
841,Gerald Greene,"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,100,"['cybersecurity', 'networking', 'linux', 'ethical hacking']",1,male,unknown
842,Matthew Mckinney,"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,Hire,101270,7,100,"['python', 'pytorch']",1,male,unknown
843,Jasmine Duffy,"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,Hire,55341,10,100,"['python', 'sql', 'deep learning']",1,female,unknown
844,Daniel Carter,"Ethical Hacking, Linux",2,MBA,None,Cybersecurity Analyst,Hire,116969,7,65,"['ethical hacking', 'linux']",1,male,unknown
845,Gregory Murray,"Deep Learning, Machine Learning, SQL",10,B.Tech,None,Data Scientist,Hire,70494,7,100,"['deep learning', 'machine learning', 'sql']",1,male,unknown
846,Megan Stephenson,"React, SQL, C++, Java",8,B.Sc,None,Software Engineer,Hire,93647,10,100,"['react', 'sql', 'c++', 'java']",1,female,unknown
847,Curtis Wood,"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,70,"['deep learning', 'machine learning']",1,male,unknown
848,Nicole Martinez,"Python, SQL, Deep Learning",2,PhD,AWS Certified,Data Scientist,Hire,82119,8,85,"['python', 'sql', 'deep learning']",1,female,unknown
849,Tonya Sanchez,"SQL, Java, React",1,M.Tech,AWS Certified,Software Engineer,Reject,48917,3,50,"['sql', 'java', 'react']",0,female,unknown
850,Lori Lopez DDS,"Machine Learning, Python, SQL",2,B.Tech,None,Data Scientist,Reject,44219,4,55,"['machine learning', 'python', 'sql']",0,unknown,unknown
851,Hannah Smith,"Ethical Hacking, Linux, Networking",7,B.Sc,None,Cybersecurity Analyst,Hire,63601,10,100,"['ethical hacking', 'linux', 'networking']",1,female,unknown
852,Amanda Shepherd,"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Google ML,AI Researcher,Reject,101851,2,50,"['python', 'pytorch', 'nlp', 'tensorflow']",0,female,unknown
853,Timothy Smith,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,97789,5,85,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,male,unknown
854,Christian Elliott,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,None,AI Researcher,Hire,91064,5,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,male,unknown
855,Michelle Baker,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,48252,4,100,"['sql', 'java']",1,female,unknown
856,Felicia Gonzalez,"Machine Learning, Python, SQL, Deep Learning",6,M.Tech,AWS Certified,Data Scientist,Hire,116163,2,100,"['machine learning', 'python', 'sql', 'deep learning']",1,female,unknown
857,Karen Castillo,"SQL, Deep Learning, Python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100,"['sql', 'deep learning', 'python']",1,female,unknown
858,Autumn Obrien,"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,Hire,69810,0,100,"['networking', 'cybersecurity', 'linux']",1,female,unknown
859,Eric Ramirez,"Machine Learning, SQL, Deep Learning",10,PhD,None,Data Scientist,Hire,54054,0,100,"['machine learning', 'sql', 'deep learning']",1,male,unknown
860,Terry Simpson,"Linux, Ethical Hacking, Networking",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,62790,9,100,"['linux', 'ethical hacking', 'networking']",1,unknown,unknown
861,Karen Acosta,"Pytorch, Python",8,B.Tech,AWS Certified,AI Researcher,Hire,94680,10,100,"['pytorch', 'python']",1,female,Hispanic
862,Chelsea Weaver,"TensorFlow, Pytorch, Python, NLP",6,PhD,AWS Certified,AI Researcher,Hire,109248,8,100,"['tensorflow', 'pytorch', 'python', 'nlp']",1,female,unknown
863,Theresa Villanueva,"Linux, Networking, Cybersecurity",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73851,6,100,"['linux', 'networking', 'cybersecurity']",1,female,Hispanic
864,Dennis Gamble,"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,None,Data Scientist,Hire,94642,8,90,"['sql', 'python', 'machine learning', 'deep learning']",1,male,unknown
865,Joseph Gallagher,"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,None,Cybersecurity Analyst,Hire,94140,4,100,"['networking', 'cybersecurity', 'ethical hacking']",1,male,unknown
866,Ashley Luna,"TensorFlow, Python, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,112672,2,95,"['tensorflow', 'python', 'nlp']",1,female,Hispanic
867,Timothy Buckley,"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,114118,2,100,"['python', 'sql', 'machine learning']",1,male,unknown
868,Samuel Mckinney,"Pytorch, Python, TensorFlow, NLP",5,MBA,Google ML,AI Researcher,Hire,109244,5,100,"['pytorch', 'python', 'tensorflow', 'nlp']",1,male,unknown
869,Peter Wilson,"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,100,"['java', 'react', 'sql', 'c++']",1,male,unknown
870,Cassandra Crawford,"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,Hire,41199,9,100,"['tensorflow', 'nlp', 'pytorch']",1,female,unknown
871,Kenneth Lee,"SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,45975,10,100,"['sql', 'machine learning', 'python']",1,male,unknown
872,Karina Stone,"Java, C++, React, SQL",8,PhD,Google ML,Software Engineer,Hire,77705,0,100,"['java', 'c++', 'react', 'sql']",1,female,unknown
873,Lorraine Hammond,"Linux, Cybersecurity",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,60790,7,100,"['linux', 'cybersecurity']",1,female,unknown
874,Matthew Ward,"Machine Learning, Python, Deep Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,107697,5,100,"['machine learning', 'python', 'deep learning', 'sql']",1,male,unknown
875,Wayne Hudson,"C++, React, SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,84438,10,100,"['c++', 'react', 'sql', 'java']",1,male,unknown
876,Brandi Hernandez,"Python, SQL, Machine Learning, Deep Learning",4,B.Tech,AWS Certified,Data Scientist,Hire,65571,5,95,"['python', 'sql', 'machine learning', 'deep learning']",1,female,Hispanic
877,James Pruitt,"Machine Learning, Deep Learning, Python",3,PhD,None,Data Scientist,Hire,107521,10,95,"['machine learning', 'deep learning', 'python']",1,male,unknown
878,Margaret Martin,"TensorFlow, NLP, Python",0,M.Tech,AWS Certified,AI Researcher,Reject,40085,2,35,"['tensorflow', 'nlp', 'python']",0,female,unknown
879,Rachel Johnson,"Deep Learning, Machine Learning, SQL, Python",2,PhD,None,Data Scientist,Reject,50002,1,45,"['deep learning', 'machine learning', 'sql', 'python']",0,female,unknown
880,Elizabeth Smith,"Cybersecurity, Ethical Hacking, Networking, Linux",6,PhD,Google ML,Cybersecurity Analyst,Hire,67810,1,95,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,female,unknown
881,Desiree White,"React, SQL",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100,"['react', 'sql']",1,female,unknown
882,Cindy Hamilton,"Java, C++",8,M.Tech,AWS Certified,Software Engineer,Hire,71678,0,100,"['java', 'c++']",1,female,unknown
883,Scott Fuller,"Pytorch, TensorFlow, Python, NLP",4,B.Tech,None,AI Researcher,Hire,66621,5,85,"['pytorch', 'tensorflow', 'python', 'nlp']",1,male,unknown
884,Kristen West MD,"SQL, Machine Learning",9,PhD,AWS Certified,Data Scientist,Hire,119901,3,100,"['sql', 'machine learning']",1,female,unknown
885,Joe Martinez,"TensorFlow, Pytorch, NLP, Python",4,B.Sc,AWS Certified,AI Researcher,Hire,103738,10,100,"['tensorflow', 'pytorch', 'nlp', 'python']",1,male,Hispanic
886,David Tran,"Machine Learning, Deep Learning",9,PhD,None,Data Scientist,Hire,51682,8,100,"['machine learning', 'deep learning']",1,male,Asian
887,Steven Gonzalez,"Machine Learning, Deep Learning, SQL",3,PhD,AWS Certified,Data Scientist,Hire,48470,7,90,"['machine learning', 'deep learning', 'sql']",1,male,Hispanic
888,Debra Williams,"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,117772,2,45,"['ethical hacking', 'cybersecurity', 'linux']",0,female,unknown
889,Hannah Rivera,"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,64888,5,100,"['cybersecurity', 'ethical hacking', 'linux']",1,female,Hispanic
890,Mrs. Heather Williams MD,"Python, Machine Learning, Deep Learning, SQL",7,M.Tech,Google ML,Data Scientist,Hire,112572,5,100,"['python', 'machine learning', 'deep learning', 'sql']",1,female,unknown
891,Jason Case,"Cybersecurity, Networking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117696,4,100,"['cybersecurity', 'networking']",1,male,unknown
892,Sandra Scott,"Pytorch, TensorFlow, Python",8,M.Tech,None,AI Researcher,Hire,82202,5,100,"['pytorch', 'tensorflow', 'python']",1,female,unknown
893,Brian Sullivan,"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,Hire,45959,5,100,"['ethical hacking', 'networking']",1,male,unknown
894,Nicole Cox,"SQL, Java, React, C++",0,MBA,None,Software Engineer,Reject,70344,4,40,"['sql', 'java', 'react', 'c++']",0,female,unknown
895,Timothy Thomas,"SQL, Java, C++",3,M.Tech,None,Software Engineer,Hire,46781,6,75,"['sql', 'java', 'c++']",1,male,unknown
896,Erin Murphy,"NLP, TensorFlow, Python, Pytorch",6,MBA,AWS Certified,AI Researcher,Hire,102676,0,90,"['nlp', 'tensorflow', 'python', 'pytorch']",1,female,unknown
897,Amber Crosby,"React, SQL, Java, C++",2,M.Tech,Deep Learning Specialization,Software Engineer,Hire,99600,3,65,"['react', 'sql', 'java', 'c++']",1,female,unknown
898,Patricia Dunn,"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Google ML,AI Researcher,Hire,100399,7,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,female,unknown
899,Margaret Price,"Java, SQL",2,MBA,None,Software Engineer,Hire,66087,9,75,"['java', 'sql']",1,female,unknown
900,Barry Mitchell,"Networking, Cybersecurity, Linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,55337,6,75,"['networking', 'cybersecurity', 'linux']",1,male,unknown
901,Benjamin Gray,"Networking, Ethical Hacking, Cybersecurity, Linux",2,MBA,None,Cybersecurity Analyst,Reject,60745,0,40,"['networking', 'ethical hacking', 'cybersecurity', 'linux']",0,male,unknown
902,John Wilson,"Pytorch, NLP, Python, TensorFlow",7,M.Tech,AWS Certified,AI Researcher,Hire,112353,10,100,"['pytorch', 'nlp', 'python', 'tensorflow']",1,male,unknown
903,Lisa White,"Deep Learning, Machine Learning, SQL, Python",6,PhD,Deep Learning Specialization,Data Scientist,Hire,48306,10,100,"['deep learning', 'machine learning', 'sql', 'python']",1,female,unknown
904,James Grimes,"Pytorch, Python",9,PhD,Deep Learning Specialization,AI Researcher,Hire,97435,7,100,"['pytorch', 'python']",1,male,unknown
905,Stacy Flores,"Deep Learning, Machine Learning",4,PhD,AWS Certified,Data Scientist,Reject,103828,0,60,"['deep learning', 'machine learning']",0,female,Hispanic
906,Amber Hunt,"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,Hire,41917,9,100,"['linux', 'ethical hacking']",1,female,unknown
907,Brandon Lucero,"Python, TensorFlow, NLP",6,B.Tech,None,AI Researcher,Hire,56712,5,100,"['python', 'tensorflow', 'nlp']",1,male,Hispanic
908,Joshua Jensen DDS,"Python, Deep Learning, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,72251,6,55,"['python', 'deep learning', 'machine learning']",0,male,unknown
909,Amy Anderson,"Python, TensorFlow",5,B.Tech,Google ML,AI Researcher,Hire,88058,0,70,"['python', 'tensorflow']",1,female,unknown
910,Colin Morris,"Networking, Linux, Ethical Hacking",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,102914,6,85,"['networking', 'linux', 'ethical hacking']",1,male,unknown
911,Erin Hull,"Machine Learning, Deep Learning",6,PhD,AWS Certified,Data Scientist,Hire,117600,0,80,"['machine learning', 'deep learning']",1,female,unknown
912,Ann Long,"NLP, Pytorch, TensorFlow",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,64149,0,85,"['nlp', 'pytorch', 'tensorflow']",1,female,unknown
913,Krystal Cole,"Pytorch, Python, NLP",10,M.Tech,None,AI Researcher,Hire,89696,3,100,"['pytorch', 'python', 'nlp']",1,female,unknown
914,Laura Vasquez,"Deep Learning, SQL, Machine Learning",3,B.Tech,None,Data Scientist,Reject,94832,3,60,"['deep learning', 'sql', 'machine learning']",0,female,Hispanic/Latino
915,John Holland,"Linux, Networking, Cybersecurity, Ethical Hacking",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,114989,9,100,"['linux', 'networking', 'cybersecurity', 'ethical hacking']",1,male,unknown
916,Marcus Edwards,"SQL, Python",7,PhD,None,Data Scientist,Hire,72691,1,85,"['sql', 'python']",1,male,unknown
917,Amy Carter,"TensorFlow, Python, NLP, Pytorch",0,M.Tech,None,AI Researcher,Reject,113643,4,40,"['tensorflow', 'python', 'nlp', 'pytorch']",0,female,unknown
918,Michael Jimenez,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,None,Data Scientist,Hire,92538,1,75,"['deep learning', 'machine learning', 'python', 'sql']",1,male,Hispanic/Latino
919,Shannon Frazier,"Deep Learning, Python",5,MBA,AWS Certified,Data Scientist,Hire,100800,3,85,"['deep learning', 'python']",1,unknown,unknown
920,Kelly Harrell,"Cybersecurity, Networking, Ethical Hacking",4,MBA,None,Cybersecurity Analyst,Hire,112115,9,100,"['cybersecurity', 'networking', 'ethical hacking']",1,unknown,unknown
921,Jonathan Myers,"Java, SQL, React, C++",9,B.Sc,Google ML,Software Engineer,Hire,108502,9,100,"['java', 'sql', 'react', 'c++']",1,male,unknown
922,Gary Fisher,"Ethical Hacking, Networking",6,PhD,AWS Certified,Cybersecurity Analyst,Hire,66054,2,90,"['ethical hacking', 'networking']",1,male,unknown
923,Michael Padilla,"TensorFlow, Python",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,98529,1,95,"['tensorflow', 'python']",1,male,Hispanic/Latino
924,Kerry Sanders,"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,Hire,113545,6,70,"['python', 'machine learning', 'deep learning', 'sql']",1,unknown,unknown
925,Amy Reynolds,"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,54594,2,100,"['cybersecurity', 'networking', 'ethical hacking']",1,female,unknown
926,Colleen Conner,"C++, React, SQL, Java",5,PhD,Deep Learning Specialization,Software Engineer,Hire,101120,5,100,"['c++', 'react', 'sql', 'java']",1,female,unknown
927,John Walker,"Machine Learning, SQL",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,108012,7,100,"['machine learning', 'sql']",1,male,unknown
928,Bianca Montoya,"C++, SQL, Java, React",7,B.Sc,None,Software Engineer,Hire,117476,10,100,"['c++', 'sql', 'java', 'react']",1,female,Hispanic/Latino
929,Melinda Lambert,"SQL, C++, Java",1,M.Tech,None,Software Engineer,Reject,48157,5,50,"['sql', 'c++', 'java']",0,female,unknown
930,David Levy,"Pytorch, TensorFlow, NLP, Python",1,M.Tech,None,AI Researcher,Reject,63713,0,30,"['pytorch', 'tensorflow', 'nlp', 'python']",0,male,unknown
931,Mark Sanford,"Python, Machine Learning",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,71635,1,45,"['python', 'machine learning']",0,male,unknown
932,Debbie Wong,"Linux, Cybersecurity",9,B.Sc,None,Cybersecurity Analyst,Hire,62823,7,100,"['linux', 'cybersecurity']",1,female,Asian
933,Peter Brown,"SQL, Java, C++",1,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82007,10,85,"['sql', 'java', 'c++']",1,male,unknown
934,Kristina Evans,"Machine Learning, Deep Learning, Python",10,M.Tech,Google ML,Data Scientist,Hire,47998,10,100,"['machine learning', 'deep learning', 'python']",1,female,unknown
935,Maria Green,"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,Reject,55365,1,60,"['python', 'sql', 'machine learning']",0,female,unknown
936,Eddie May,"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,90929,7,75,"['machine learning', 'sql']",1,male,unknown
937,Samuel Arnold,"Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,46896,8,100,"['ethical hacking', 'linux']",1,male,unknown
938,Jacob Morrow,"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,90,"['pytorch', 'tensorflow']",1,male,unknown
939,William Johnston,"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,Reject,44121,0,60,"['sql', 'c++', 'java', 'react']",0,male,unknown
940,Amy Lawson,"Networking, Linux, Cybersecurity",1,PhD,Google ML,Cybersecurity Analyst,Hire,48456,8,75,"['networking', 'linux', 'cybersecurity']",1,female,unknown
941,Donald Cantu,"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463,6,100,"['linux', 'cybersecurity', 'networking', 'ethical hacking']",1,male,Hispanic/Latino
942,Mr. Matthew Brewer,"NLP, TensorFlow, Python",2,MBA,None,AI Researcher,Reject,94281,2,45,"['nlp', 'tensorflow', 'python']",0,male,unknown
943,Leslie Conway,"Machine Learning, Deep Learning, SQL, Python",2,PhD,AWS Certified,Data Scientist,Hire,80720,6,80,"['machine learning', 'deep learning', 'sql', 'python']",1,unknown,unknown
944,Michael Wilson,"Java, React, SQL, C++",3,PhD,None,Software Engineer,Hire,78794,4,70,"['java', 'react', 'sql', 'c++']",1,male,unknown
945,Kristin Hernandez,"Ethical Hacking, Cybersecurity, Networking",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,50972,1,60,"['ethical hacking', 'cybersecurity', 'networking']",0,female,Hispanic/Latino
946,Kyle Orozco,"SQL, Java, React",4,PhD,AWS Certified,Software Engineer,Hire,79539,5,90,"['sql', 'java', 'react']",1,male,Hispanic/Latino
947,Theresa Hansen,"Cybersecurity, Networking, Linux, Ethical Hacking",1,B.Sc,None,Cybersecurity Analyst,Hire,99954,8,70,"['cybersecurity', 'networking', 'linux', 'ethical hacking']",1,female,unknown
948,Jeffery Hicks,"Python, Deep Learning, Machine Learning, SQL",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,42356,3,65,"['python', 'deep learning', 'machine learning', 'sql']",1,male,unknown
949,Alan Lewis,"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,Hire,50188,3,100,"['pytorch', 'tensorflow', 'nlp', 'python']",1,male,unknown
950,Elizabeth Fry,"Linux, Ethical Hacking, Networking",5,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,45733,0,75,"['linux', 'ethical hacking', 'networking']",1,female,unknown
951,Rita Russell,"Deep Learning, Machine Learning",7,M.Tech,AWS Certified,Data Scientist,Hire,87562,9,100,"['deep learning', 'machine learning']",1,female,unknown
952,Joshua Hatfield,"NLP, Pytorch, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,Hire,70137,9,75,"['nlp', 'pytorch', 'tensorflow', 'python']",1,male,unknown
953,Mary Thomas,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Deep Learning Specialization,Data Scientist,Hire,53286,5,100,"['sql', 'machine learning', 'python', 'deep learning']",1,female,unknown
954,Jennifer Juarez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,M.Tech,Google ML,Cybersecurity Analyst,Hire,91996,8,100,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",1,female,Hispanic/Latino
955,Megan Meadows,"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55431,2,100,"['sql', 'python', 'machine learning', 'deep learning']",1,female,unknown
956,Michael Johnson,"Deep Learning, Python, SQL, Machine Learning",3,B.Sc,AWS Certified,Data Scientist,Hire,113134,5,85,"['deep learning', 'python', 'sql', 'machine learning']",1,male,unknown
957,Sarah Wood MD,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,None,Cybersecurity Analyst,Hire,90173,4,100,"['ethical hacking', 'linux', 'networking', 'cybersecurity']",1,female,unknown
958,Elizabeth Logan,"Cybersecurity, Networking",7,MBA,None,Cybersecurity Analyst,Hire,109418,6,100,"['cybersecurity', 'networking']",1,female,unknown
959,Jesus Johnson,"C++, SQL, Java",7,B.Sc,None,Software Engineer,Hire,115535,5,100,"['c++', 'sql', 'java']",1,male,unknown
960,Evan Rodriguez,"Machine Learning, SQL, Python",3,M.Tech,Google ML,Data Scientist,Hire,119432,9,100,"['machine learning', 'sql', 'python']",1,male,Hispanic/Latino
961,Phillip Morris,"SQL, Machine Learning, Python",3,B.Tech,Google ML,Data Scientist,Hire,77352,3,70,"['sql', 'machine learning', 'python']",1,male,unknown
